path,string
lenntech-selection-suez\lenntech-suez\products\SUEZ-Selex\1232044\1232044-SXD-19-1\2-YYP-Depth-Filter-Cartridge\index.html, SUEZ Selex 1232044 SXD-19 1/2-YYP Depth Filter Cartridge (1232044)    Brand SUEZ Selex   Type Depth Filter Cartridge   Pore Size µ 5   Adapter 1 Gasket   Adapter 2 Gasket   O-Ring / Gasket /  Santoprene        Length in inch 19.5   Length in cm 49.53   Quantity per case 20 pieces   Shipping size of case in cm 27x33x54   Carton shipping weight in lbs 17.64   Carton shipping weight in kg 8.0              
lenntech-selection-suez\lenntech-suez\products\SUEZ-Selex\1233245\1233245-SXE-29-1\4-EHS-Depth-Filter-Cartridge\index.html, SUEZ Selex 1233245 SXE-29 1/4-EHS Depth Filter Cartridge (1233245)    Brand SUEZ Selex   Type Depth Filter Cartridge   Pore Size µ 1   Adapter 1 222   Adapter 2 Fin   O-Ring / Gasket /  Silicone        Length in inch 29.25   Length in cm 74.30   Quantity per case 20 pieces   Shipping size of case in cm 27x33x79   Carton shipping weight in lbs 22.05   Carton shipping weight in kg 10.0              
lenntech-selection-suez\lenntech-suez\products\SUEZ-Selex\1234106\1234106-SXG-20-ESE-Depth-Filter-Cartridge\index.html, SUEZ Selex 1234106 SXG-20-ESE Depth Filter Cartridge (1234106)    Brand SUEZ Selex   Type Depth Filter Cartridge   Pore Size µ 3   Adapter 1 222   Adapter 2 Flat end   O-Ring / Gasket /  EPDM        Length in inch 20   Length in cm 50.80   Quantity per case 20 pieces   Shipping size of case in cm 27x33x54   Carton shipping weight in lbs 17.64   Carton shipping weight in kg 8.0              
lenntech-selection-suez\lenntech-suez\products\SUEZ-Selex\1234907\1234907-SXG-40-ESV-Depth-Filter-Cartridge\index.html, SUEZ Selex 1234907 SXG-40-ESV Depth Filter Cartridge (1234907)    Brand SUEZ Selex   Type Depth Filter Cartridge   Pore Size µ 3   Adapter 1 222   Adapter 2 Flat end   O-Ring / Gasket /  Viton        Length in inch 40   Length in cm 101.60   Quantity per case 20 pieces   Shipping size of case in cm 27x33x105   Carton shipping weight in lbs 31.97   Carton shipping weight in kg 14.5              
lenntech-selection-suez\lenntech-suez\products\SUEZ-Selex\1235248\1235248-SXE-40-EHB-Depth-Filter-Cartridge\index.html, SUEZ Selex 1235248 SXE-40-EHB Depth Filter Cartridge (1235248)    Brand SUEZ Selex   Type Depth Filter Cartridge   Pore Size µ 1   Adapter 1 222   Adapter 2 Fin   O-Ring / Gasket /  Buna        Length in inch 40   Length in cm 101.60   Quantity per case 20 pieces   Shipping size of case in cm 27x33x105   Carton shipping weight in lbs 31.97   Carton shipping weight in kg 14.5              
lenntech-selection-suez\lenntech-suez\products\SUEZ-Selex\1235614\1235614-SXD-30-FHB-Depth-Filter-Cartridge\index.html, SUEZ Selex 1235614 SXD-30-FHB Depth Filter Cartridge (1235614)    Brand SUEZ Selex   Type Depth Filter Cartridge   Pore Size µ 5   Adapter 1 226   Adapter 2 Fin   O-Ring / Gasket /  Buna        Length in inch 30   Length in cm 76.20   Quantity per case 20 pieces   Shipping size of case in cm 27x33x79   Carton shipping weight in lbs 22.05   Carton shipping weight in kg 10.0              
lenntech-selection-suez\lenntech-suez\products\SUEZ-Selex\1235689\1235689-SXE-9-7\8-ESS-Depth-Filter-Cartridge\index.html, SUEZ Selex 1235689 SXE-9 7/8-ESS Depth Filter Cartridge (1235689)    Brand SUEZ Selex   Type Depth Filter Cartridge   Pore Size µ 1   Adapter 1 222   Adapter 2 Flat end   O-Ring / Gasket /  Silicone        Length in inch 9.88   Length in cm 25.10   Quantity per case 40 pieces   Shipping size of case in cm 27x33x55   Carton shipping weight in lbs 18.08   Carton shipping weight in kg 8.2              
lenntech-selection-suez\lenntech-suez\products\SUEZ-Selex\1235784\1235784-SXC-20-ESE-Depth-Filter-Cartridge\index.html, SUEZ Selex 1235784 SXC-20-ESE Depth Filter Cartridge (1235784)    Brand SUEZ Selex   Type Depth Filter Cartridge   Pore Size µ 20   Adapter 1 222   Adapter 2 Flat end   O-Ring / Gasket /  EPDM        Length in inch 20   Length in cm 50.80   Quantity per case 20 pieces   Shipping size of case in cm 27x33x54   Carton shipping weight in lbs 17.64   Carton shipping weight in kg 8.0              
lenntech-selection-suez\lenntech-suez\products\SUEZ-Selex\1236014\1236014-SXA-20-ESE-Depth-Filter-Cartridge\index.html, SUEZ Selex 1236014 SXA-20-ESE Depth Filter Cartridge (1236014)    Brand SUEZ Selex   Type Depth Filter Cartridge   Pore Size µ 10   Adapter 1 222   Adapter 2 Flat end   O-Ring / Gasket /  EPDM        Length in inch 20   Length in cm 50.80   Quantity per case 20 pieces   Shipping size of case in cm 27x33x54   Carton shipping weight in lbs 17.64   Carton shipping weight in kg 8.0              
lenntech-selection-suez\lenntech-suez\products\SUEZ-Selex\1236016\1236016-SXD-39-YYP-Depth-Filter-Cartridge\index.html, SUEZ Selex 1236016 SXD-39-YYP Depth Filter Cartridge (1236016)    Brand SUEZ Selex   Type Depth Filter Cartridge   Pore Size µ 5   Adapter 1 Gasket   Adapter 2 Gasket   O-Ring / Gasket /  Santoprene        Length in inch 39   Length in cm 99.06   Quantity per case 20 pieces   Shipping size of case in cm 27x33x105   Carton shipping weight in lbs 31.97   Carton shipping weight in kg 14.5              
lenntech-selection-suez\lenntech-suez\products\SUEZ-Selex\1236261\1236261-SXD-20-ESE-Depth-Filter-Cartridge\index.html, SUEZ Selex 1236261 SXD-20-ESE Depth Filter Cartridge (1236261)    Brand SUEZ Selex   Type Depth Filter Cartridge   Pore Size µ 5   Adapter 1 222   Adapter 2 Flat end   O-Ring / Gasket /  EPDM        Length in inch 20   Length in cm 50.80   Quantity per case 20 pieces   Shipping size of case in cm 27x33x54   Carton shipping weight in lbs 17.64   Carton shipping weight in kg 8.0              
lenntech-selection-suez\lenntech-suez\products\SUEZ-Selex\1238491\1238491-SXE-4-7\8-Depth-Filter-Cartridge\index.html, SUEZ Selex 1238491 SXE-4 7/8 Depth Filter Cartridge (1238491)    Brand SUEZ Selex   Type Depth Filter Cartridge   Pore Size µ 1        Length in inch 4.875   Length in cm 12.38   Quantity per case 80 pieces              
lenntech-selection-suez\lenntech-suez\products\SUEZ-Selex\1240032\1240032-SXD-40-EHE-Depth-Filter-Cartridge\index.html, SUEZ Selex 1240032 SXD-40-EHE Depth Filter Cartridge (1240032)    Brand SUEZ Selex   Type Depth Filter Cartridge   Pore Size µ 5   Adapter 1 222   Adapter 2 Fin   O-Ring / Gasket /  EPDM        Length in inch 40   Length in cm 101.60   Quantity per case 20 pieces   Shipping size of case in cm 27x33x105   Carton shipping weight in lbs 31.97   Carton shipping weight in kg 14.5              
lenntech-selection-suez\lenntech-suez\products\SUEZ-Selex\1243396\1243396-SXD-5-Depth-Filter-Cartridge\index.html, SUEZ Selex 1243396 SXD-5 Depth Filter Cartridge (1243396)    Brand SUEZ Selex   Type Depth Filter Cartridge   Pore Size µ 5        Length in inch 5   Length in cm 12.70   Quantity per case 80 pieces              
lenntech-selection-suez\lenntech-suez\products\SUEZ-Selex\1243397\1243397-SXG-5-Depth-Filter-Cartridge\index.html, SUEZ Selex 1243397 SXG-5 Depth Filter Cartridge (1243397)    Brand SUEZ Selex   Type Depth Filter Cartridge   Pore Size µ 3        Length in inch 5   Length in cm 12.70   Quantity per case 80 pieces              
lenntech-selection-suez\lenntech-suez\products\SUEZ-Selex\1243398\1243398-SXE-5-Depth-Filter-Cartridge\index.html, SUEZ Selex 1243398 SXE-5 Depth Filter Cartridge (1243398)    Brand SUEZ Selex   Type Depth Filter Cartridge   Pore Size µ 1        Length in inch 5   Length in cm 12.70   Quantity per case 80 pieces              
lenntech-selection-suez\lenntech-suez\products\SUEZ-Selex\1256213\1256213-SXG-39-YYP-Depth-Filter-Cartridge\index.html, SUEZ Selex 1256213 SXG-39-YYP Depth Filter Cartridge (1256213)    Brand SUEZ Selex   Type Depth Filter Cartridge   Pore Size µ 3   Adapter 1 Gasket   Adapter 2 Gasket   O-Ring / Gasket /  Santoprene        Length in inch 39   Length in cm 99.06   Quantity per case 20 pieces   Shipping size of case in cm 27x33x105   Carton shipping weight in lbs 31.97   Carton shipping weight in kg 14.5              
lenntech-selection-suez\lenntech-suez\products\SUEZ-Selex\1262889\1262889-SXA-9-3\4-YYP-Depth-Filter-Cartridge\index.html, SUEZ Selex 1262889 SXA-9 3/4-YYP Depth Filter Cartridge (1262889)    Brand SUEZ Selex   Type Depth Filter Cartridge   Pore Size µ 10   Adapter 1 Gasket   Adapter 2 Gasket   O-Ring / Gasket /  Santoprene        Length in inch 9.75   Length in cm 24.77   Quantity per case 40 pieces   Shipping size of case in cm 27x34x55   Carton shipping weight in lbs 13.23   Carton shipping weight in kg 6.0              
lenntech-selection-suez\lenntech-suez\products\SUEZ-Selex\1264376\1264376-SXD-30-ESE-Depth-Filter-Cartridge\index.html, SUEZ Selex 1264376 SXD-30-ESE Depth Filter Cartridge (1264376)    Brand SUEZ Selex   Type Depth Filter Cartridge   Pore Size µ 5   Adapter 1 222   Adapter 2 Flat end   O-Ring / Gasket /  EPDM        Length in inch 30   Length in cm 76.20   Quantity per case 20 pieces   Shipping size of case in cm 27x33x79   Carton shipping weight in lbs 22.05   Carton shipping weight in kg 10.0              
lenntech-selection-suez\lenntech-suez\products\SUEZ-Selex\1268995\1268995-SXA-29-1\4-FHE-Depth-Filter-Cartridge\index.html, SUEZ Selex 1268995 SXA-29 1/4-FHE Depth Filter Cartridge (1268995)    Brand SUEZ Selex   Type Depth Filter Cartridge   Pore Size µ 10   Adapter 1 226   Adapter 2 Fin   O-Ring / Gasket /  EPDM        Length in inch 29.25   Length in cm 74.30   Quantity per case 20 pieces   Shipping size of case in cm 27x33x79   Carton shipping weight in lbs 22.05   Carton shipping weight in kg 10.0              
lenntech-selection-suez\lenntech-suez\products\SUEZ-Selex\1270095\1270095-SXG-9-3\4-ESS-Depth-Filter-Cartridge\index.html, SUEZ Selex 1270095 SXG-9 3/4-ESS Depth Filter Cartridge (1270095)    Brand SUEZ Selex   Type Depth Filter Cartridge   Pore Size µ 3   Adapter 1 222   Adapter 2 Flat end   O-Ring / Gasket /  Silicone        Length in inch 9.75   Length in cm 24.77   Quantity per case 40 pieces   Shipping size of case in cm 27x34x55   Carton shipping weight in lbs 13.23   Carton shipping weight in kg 6.0              
lenntech-selection-suez\lenntech-suez\products\SUEZ-Selex\3000304\3000304-SXG-30-EHE-Depth-Filter-Cartridge\index.html, SUEZ Selex 3000304 SXG-30-EHE Depth Filter Cartridge (3000304)    Brand SUEZ Selex   Type Depth Filter Cartridge   Pore Size µ 3   Adapter 1 222   Adapter 2 Fin   O-Ring / Gasket /  EPDM        Length in inch 30   Length in cm 76.20   Quantity per case 20 pieces   Shipping size of case in cm 27x33x79   Carton shipping weight in lbs 22.05   Carton shipping weight in kg 10.0              
lenntech-selection-suez\lenntech-suez\products\SUEZ-Selex\3000620\3000620-SXD-9-1\2-NS-Depth-Filter-Cartridge\index.html, SUEZ Selex 3000620 SXD-9 1/2-NS Depth Filter Cartridge (3000620)    Brand SUEZ Selex   Type Depth Filter Cartridge   Pore Size µ 5        Length in inch 5   Length in cm 12.70   Quantity per case 80 pieces              
lenntech-selection-suez\lenntech-suez\products\SUEZ-Selex\3000621\3000621-SXE-9-1\2-NS-Depth-Filter-Cartridge\index.html, SUEZ Selex 3000621 SXE-9 1/2-NS Depth Filter Cartridge (3000621)    Brand SUEZ Selex   Type Depth Filter Cartridge   Pore Size µ 1   O-Ring / Gasket /  Silicone        Length in inch 9.5   Length in cm 24.13   Quantity per case 40 pieces   Shipping size of case in cm 27x34x55   Carton shipping weight in lbs 13.23   Carton shipping weight in kg 6.0              
lenntech-selection-suez\lenntech-suez\products\SUEZ-Selex\3000622\3000622-SXG-9-1\2-NS-Depth-Filter-Cartridge\index.html, SUEZ Selex 3000622 SXG-9 1/2-NS Depth Filter Cartridge (3000622)    Brand SUEZ Selex   Type Depth Filter Cartridge   Pore Size µ 3   O-Ring / Gasket /  Silicone        Length in inch 9.5   Length in cm 24.13   Quantity per case 40 pieces   Shipping size of case in cm 27x34x55   Carton shipping weight in lbs 13.23   Carton shipping weight in kg 6.0              
lenntech-selection-suez\lenntech-suez\products\SUEZ-Selex\3000623\3000623-SXA-19-1\2-NS-Depth-Filter-Cartridge\index.html, SUEZ Selex 3000623 SXA-19 1/2-NS Depth Filter Cartridge (3000623)    Brand SUEZ Selex   Type Depth Filter Cartridge   Pore Size µ 10   O-Ring / Gasket /  Silicone        Length in inch 19.5   Length in cm 49.53   Quantity per case 20 pieces   Shipping size of case in cm 27x33x54   Carton shipping weight in lbs 17.64   Carton shipping weight in kg 8.0              
lenntech-selection-suez\lenntech-suez\products\SUEZ-Selex\3000624\3000624-SXC-19-1\2-NS-Depth-Filter-Cartridge\index.html, SUEZ Selex 3000624 SXC-19 1/2-NS Depth Filter Cartridge (3000624)    Brand SUEZ Selex   Type Depth Filter Cartridge   Pore Size µ 20   O-Ring / Gasket /  Silicone        Length in inch 19.5   Length in cm 49.53   Quantity per case 20 pieces   Shipping size of case in cm 27x33x54   Carton shipping weight in lbs 17.64   Carton shipping weight in kg 8.0              
lenntech-selection-suez\lenntech-suez\products\SUEZ-Selex\3000625\3000625-SXD-19-1\2-NS-Depth-Filter-Cartridge\index.html, SUEZ Selex 3000625 SXD-19 1/2-NS Depth Filter Cartridge (3000625)    Brand SUEZ Selex   Type Depth Filter Cartridge   Pore Size µ 5   O-Ring / Gasket /  Silicone        Length in inch 19.5   Length in cm 49.53   Quantity per case 20 pieces   Shipping size of case in cm 27x33x54   Carton shipping weight in lbs 17.64   Carton shipping weight in kg 8.0              
lenntech-selection-suez\lenntech-suez\products\SUEZ-Selex\3000626\3000626-SXG-19-1\2-NS-Depth-Filter-Cartridge\index.html, SUEZ Selex 3000626 SXG-19 1/2-NS Depth Filter Cartridge (3000626)    Brand SUEZ Selex   Type Depth Filter Cartridge   Pore Size µ 3   O-Ring / Gasket /  Silicone        Length in inch 19.5   Length in cm 49.53   Quantity per case 20 pieces   Shipping size of case in cm 27x33x54   Carton shipping weight in lbs 17.64   Carton shipping weight in kg 8.0              
lenntech-selection-suez\lenntech-suez\products\SUEZ-Selex\3000819\3000819-SXE-40-NS-Depth-Filter-Cartridge\index.html, SUEZ Selex 3000819 SXE-40-NS Depth Filter Cartridge (3000819)    Brand SUEZ Selex   Type Depth Filter Cartridge   Pore Size µ 1   O-Ring / Gasket /  Silicone        Length in inch 40   Length in cm 101.60   Quantity per case 20 pieces   Shipping size of case in cm 27x33x105   Carton shipping weight in lbs 31.97   Carton shipping weight in kg 14.5              
lenntech-selection-suez\lenntech-suez\products\SUEZ-Selex\3000841\3000841-SXG-40-NS-Depth-Filter-Cartridge\index.html, SUEZ Selex 3000841 SXG-40-NS Depth Filter Cartridge (3000841)    Brand SUEZ Selex   Type Depth Filter Cartridge   Pore Size µ 3   O-Ring / Gasket /  Silicone        Length in inch 40   Length in cm 101.60   Quantity per case 20 pieces   Shipping size of case in cm 27x33x105   Carton shipping weight in lbs 31.97   Carton shipping weight in kg 14.5              
lenntech-selection-suez\lenntech-suez\products\SUEZ-Selex\3000842\3000842-SXD-40-NS-Depth-Filter-Cartridge\index.html, SUEZ Selex 3000842 SXD-40-NS Depth Filter Cartridge (3000842)    Brand SUEZ Selex   Type Depth Filter Cartridge   Pore Size µ 5   O-Ring / Gasket /  Silicone        Length in inch 40   Length in cm 101.60   Quantity per case 20 pieces   Shipping size of case in cm 27x33x105   Carton shipping weight in lbs 31.97   Carton shipping weight in kg 14.5              
lenntech-selection-suez\lenntech-suez\products\SUEZ-Selex\3000843\3000843-SXA-40-NS-Depth-Filter-Cartridge\index.html, SUEZ Selex 3000843 SXA-40-NS Depth Filter Cartridge (3000843)    Brand SUEZ Selex   Type Depth Filter Cartridge   Pore Size µ 10   O-Ring / Gasket /  Silicone        Length in inch 40   Length in cm 101.60   Quantity per case 20 pieces   Shipping size of case in cm 27x33x105   Carton shipping weight in lbs 31.97   Carton shipping weight in kg 14.5              
lenntech-selection-suez\lenntech-suez\products\SUEZ-Selex\3013527\3013527-SXA-30-ESE-Depth-Filter-Cartridge\index.html, SUEZ Selex 3013527 SXA-30-ESE Depth Filter Cartridge (3013527)    Brand SUEZ Selex   Type Depth Filter Cartridge   Pore Size µ 10   Adapter 1 222   Adapter 2 Flat end   O-Ring / Gasket /  EPDM        Length in inch 30   Length in cm 76.20   Quantity per case 20 pieces   Shipping size of case in cm 27x33x79   Carton shipping weight in lbs 22.05   Carton shipping weight in kg 10.0              
lenntech-selection-suez\lenntech-suez\products\SUEZ-Selex\3016313\3016313-SXE-19-1\2-NS-Depth-Filter-Cartridge\index.html, SUEZ Selex 3016313 SXE-19 1/2-NS Depth Filter Cartridge (3016313)    Brand SUEZ Selex   Type Depth Filter Cartridge   Pore Size µ 1   O-Ring / Gasket /  Silicone        Length in inch 19.5   Length in cm 49.53   Quantity per case 20 pieces   Shipping size of case in cm 27x33x54   Carton shipping weight in lbs 17.64   Carton shipping weight in kg 8.0              
lenntech-selection-suez\lenntech-suez\products\SUEZ-Selex\3016314\3016314-SXF-19-1\2-NS-Depth-Filter-Cartridge\index.html, SUEZ Selex 3016314 SXF-19 1/2-NS Depth Filter Cartridge (3016314)    Brand SUEZ Selex   Type Depth Filter Cartridge   Pore Size µ 30   O-Ring / Gasket /  Silicone        Length in inch 19.5   Length in cm 49.53   Quantity per case 20 pieces   Shipping size of case in cm 27x33x54   Carton shipping weight in lbs 17.64   Carton shipping weight in kg 8.0              
lenntech-selection-suez\lenntech-suez\products\SUEZ-Selex\3017302\3017302-SXD-9-7\8-ESE-Depth-Filter-Cartridge\index.html, SUEZ Selex 3017302 SXD-9 7/8-ESE Depth Filter Cartridge (3017302)    Brand SUEZ Selex   Type Depth Filter Cartridge   Pore Size µ 5   Adapter 1 222   Adapter 2 Flat end   O-Ring / Gasket /  EPDM        Length in inch 9.88   Length in cm 25.10   Quantity per case 40 pieces   Shipping size of case in cm 27x33x55   Carton shipping weight in lbs 18.08   Carton shipping weight in kg 8.2              
lenntech-selection-suez\lenntech-suez\products\SUEZ-Selex\3023421\3023421-SXC-30-FHV-Depth-Filter-Cartridge\index.html, SUEZ Selex 3023421 SXC-30-FHV Depth Filter Cartridge (3023421)    Brand SUEZ Selex   Type Depth Filter Cartridge   Pore Size µ 20   Adapter 1 226   Adapter 2 Fin   O-Ring / Gasket /  Viton        Length in inch 30   Length in cm 76.20   Quantity per case 20 pieces   Shipping size of case in cm 27x33x79   Carton shipping weight in lbs 22.05   Carton shipping weight in kg 10.0              
lenntech-selection-suez\lenntech-suez\products\SUEZ-Selex\3028090\3028090-SXA-30-LX-Depth-Filter-Cartridge\index.html, SUEZ Selex 3028090 SXA-30-LX Depth Filter Cartridge (3028090)    Brand SUEZ Selex   Type Depth Filter Cartridge   Pore Size µ 10   Adapter 1 Extended core   Adapter 2 -        Length in inch 30   Length in cm 76.20   Quantity per case 20 pieces   Shipping size of case in cm 27x33x79   Carton shipping weight in lbs 22.05   Carton shipping weight in kg 10.0              
lenntech-selection-suez\lenntech-suez\products\SUEZ-Selex\3029176\3029176-SXG-20-FSS-Depth-Filter-Cartridge\index.html, SUEZ Selex 3029176 SXG-20-FSS Depth Filter Cartridge (3029176)    Brand SUEZ Selex   Type Depth Filter Cartridge   Pore Size µ 3   Adapter 1 226   Adapter 2 Flat end   O-Ring / Gasket /  Silicone        Length in inch 20   Length in cm 50.80   Quantity per case 20 pieces   Shipping size of case in cm 27x33x54   Carton shipping weight in lbs 17.64   Carton shipping weight in kg 8.0              
lenntech-selection-suez\lenntech-suez\products\SUEZ-Selex\3032866\3032866-SXC-9-3\4-ESB-Depth-Filter-Cartridge\index.html, SUEZ Selex 3032866 SXC-9 3/4-ESB Depth Filter Cartridge (3032866)    Brand SUEZ Selex   Type Depth Filter Cartridge   Pore Size µ 20   Adapter 1 222   Adapter 2 Flat end   O-Ring / Gasket /  Buna        Length in inch 9.75   Length in cm 24.77   Quantity per case 40 pieces   Shipping size of case in cm 27x34x55   Carton shipping weight in lbs 13.23   Carton shipping weight in kg 6.0              
lenntech-selection-suez\lenntech-suez\products\SUEZ-Selex\3040044\3040044-SXE-30-LK-Depth-Filter-Cartridge\index.html, SUEZ Selex 3040044 SXE-30-LK Depth Filter Cartridge (3040044)    Brand SUEZ Selex   Type Depth Filter Cartridge   Pore Size µ 1   Adapter 1 Extended core   Adapter 2 Spring        Length in inch 30   Length in cm 76.20   Quantity per case 20 pieces   Shipping size of case in cm 27x33x79   Carton shipping weight in lbs 22.05   Carton shipping weight in kg 10.0              
lenntech-selection-suez\lenntech-suez\products\SUEZ-Selex\3044272\3044272-SXD-20-FSE-Depth-Filter-Cartridge\index.html, SUEZ Selex 3044272 SXD-20-FSE Depth Filter Cartridge (3044272)    Brand SUEZ Selex   Type Depth Filter Cartridge   Pore Size µ 5   Adapter 1 226   Adapter 2 Flat end   O-Ring / Gasket /  EPDM        Length in inch 20   Length in cm 50.80   Quantity per case 20 pieces   Shipping size of case in cm 27x33x54   Carton shipping weight in lbs 17.64   Carton shipping weight in kg 8.0              
lenntech-selection-suez\lenntech-suez\products\SUEZ-Selex\3049961\3049961-SXF-30-ESE-Depth-Filter-Cartridge\index.html, SUEZ Selex 3049961 SXF-30-ESE Depth Filter Cartridge (3049961)    Brand SUEZ Selex   Type Depth Filter Cartridge   Pore Size µ 30   Adapter 1 222   Adapter 2 Flat end   O-Ring / Gasket /  EPDM        Length in inch 30   Length in cm 76.20   Quantity per case 20 pieces   Shipping size of case in cm 27x33x79   Carton shipping weight in lbs 22.05   Carton shipping weight in kg 10.0              
lenntech-selection-suez\lenntech-suez\products\SUEZ-SWRO.Zs\3034026\3034026-05-40-EHS-Depth-Filter-Cartridge\index.html, SUEZ SWRO.Zs 3034026 05-40-EHS Depth Filter Cartridge (3034026)    Brand SUEZ SWRO.Zs   Type Depth Cartridge   Pore Size µ 5.0   Adapter 1 Extended core   Adapter 2 -   O-Ring / Gasket /  -        Length in inch 40   Length in cm 101.5   outer diameter inch Ø2.46   outer diameter cm Ø6.2   Quantity per case 20 pieces              
lenntech-selection-suez\lenntech-suez\products\SUEZ-SWRO.Zs\3034878\3034878-05-50-Depth-Filter-Cartridge\index.html, SUEZ SWRO.Zs 3034878 05-50 Depth Filter Cartridge (3034878)    Brand SUEZ SWRO.Zs   Type Depth Cartridge   Pore Size µ 5.0   Adapter 1 -   Adapter 2 -   O-Ring / Gasket /  -        Length in inch 50   Length in cm 127.0   outer diameter inch Ø2.46   outer diameter cm Ø6.2   Quantity per case 20 pieces              
lenntech-selection-suez\lenntech-suez\products\SUEZ-SWRO.Zs\3044274\3044274-05-60-Depth-Filter-Cartridge\index.html, SUEZ SWRO.Zs 3044274 05-60 Depth Filter Cartridge (3044274)    Brand SUEZ SWRO.Zs   Type Depth Cartridge   Pore Size µ 5.0   Adapter 1 -   Adapter 2 -   O-Ring / Gasket /  -        Length in inch 60   Length in cm 152.4   outer diameter inch Ø2.46   outer diameter cm Ø6.2   Quantity per case 20 pieces              
lenntech-selection-suez\lenntech-suez\products\SUEZ-SWRO.Zs\3048110\3048110-01-50-Depth-Filter-Cartridge\index.html, SUEZ SWRO.Zs 3048110 01-50 Depth Filter Cartridge (3048110)    Brand SUEZ SWRO.Zs   Type Depth Cartridge   Pore Size µ 1.0   Adapter 1 -   Adapter 2 -   O-Ring / Gasket /  -        Length in inch 50   Length in cm 127.0   outer diameter inch Ø2.46   outer diameter cm Ø6.2   Quantity per case 20 pieces              
lenntech-selection-suez\lenntech-suez\products\SUEZ-SWRO.Zs\3049344\3049344-01-40-Depth-Filter-Cartridge\index.html, SUEZ SWRO.Zs 3049344 01-40 Depth Filter Cartridge (3049344)    Brand SUEZ SWRO.Zs   Type Depth Cartridge   Pore Size µ 1.0   Adapter 1 222   Adapter 2 Flat end   O-Ring / Gasket /  Silicon        Length in inch 40   Length in cm 101.5   outer diameter inch Ø2.46   outer diameter cm Ø6.2   Quantity per case 20 pieces              
lenntech-selection-suez\lenntech-suez\products\SUEZ-SWRO.Zs\3049346\3049346-05-40-Depth-Filter-Cartridge\index.html, SUEZ SWRO.Zs 3049346 05-40 Depth Filter Cartridge (3049346)    Brand SUEZ SWRO.Zs   Type Depth Cartridge   Pore Size µ 5.0   Adapter 1 -   Adapter 2 -   O-Ring / Gasket /  -        Length in inch 40   Length in cm 101.5   outer diameter inch Ø2.46   outer diameter cm Ø6.2   Quantity per case 20 pieces              
lenntech-selection-suez\lenntech-suez\products\SUEZ-SWRO.Zs\3052042\3052042-05-1250mm-Depth-Filter-Cartridge\index.html, SUEZ SWRO.Zs 3052042 05-1250mm Depth Filter Cartridge (3052042)    Brand SUEZ SWRO.Zs   Type Depth Cartridge   Pore Size µ 5.0   Adapter 1 222   Adapter 2 Fin   O-Ring / Gasket /  Silicon        Length in inch -   Length in cm 125.0   outer diameter inch Ø2.46   outer diameter cm Ø6.2   Quantity per case 20 pieces              
lenntech-selection-suez\lenntech-suez\products\SUEZ-SWRO.Zs\3052044\3052044-05-1000mm-Depth-Filter-Cartridge\index.html, SUEZ SWRO.Zs 3052044 05-1000mm Depth Filter Cartridge (3052044)    Brand SUEZ SWRO.Zs   Type Depth Cartridge   Pore Size µ 5.0   Adapter 1 -   Adapter 2 -   O-Ring / Gasket /  -        Length in inch -   Length in cm 100.0   outer diameter inch Ø2.46   outer diameter cm Ø6.2   Quantity per case 20 pieces              
lenntech-selection-suez\lenntech-suez\products\SUEZ-SWRO.Zs\3054460\3054460-05-70-Depth-Filter-Cartridge\index.html, SUEZ SWRO.Zs 3054460 05-70 Depth Filter Cartridge (3054460)    Brand SUEZ SWRO.Zs   Type Depth Cartridge   Pore Size µ 5.0   Adapter 1 -   Adapter 2 -   O-Ring / Gasket /  -        Length in inch 70   Length in cm 177.8   outer diameter inch Ø2.46   outer diameter cm Ø6.2   Quantity per case 20 pieces              
lenntech-selection-suez\lenntech-suez\products\SUEZ-SWRO.Zs\3054754\3054754-01-70-Depth-Filter-Cartridge\index.html, SUEZ SWRO.Zs 3054754 01-70 Depth Filter Cartridge (3054754)    Brand SUEZ SWRO.Zs   Type Depth Cartridge   Pore Size µ 1.0   Adapter 1 -   Adapter 2 -   O-Ring / Gasket /  -        Length in inch 70   Length in cm 177.8   outer diameter inch Ø2.46   outer diameter cm Ø6.2   Quantity per case 20 pieces              
lenntech-selection-suez\lenntech-suez\products\SUEZ-SWRO.Zs\3056605\3056605-01-40-ESS-Depth-Filter-Cartridge\index.html, SUEZ SWRO.Zs 3056605 01-40-ESS Depth Filter Cartridge (3056605)    Brand SUEZ SWRO.Zs   Type Depth Cartridge   Pore Size µ 1.0   Adapter 1 -   Adapter 2 -   O-Ring / Gasket /  -        Length in inch 40   Length in cm 101.5   outer diameter inch Ø2.46   outer diameter cm Ø6.2   Quantity per case 20 pieces              
lenntech-selection-suez\lenntech-suez\products\SUEZ-SWRO.Zs\3056606\3056606-05-40-ESS-Depth-Filter-Cartridge\index.html, SUEZ SWRO.Zs 3056606 05-40-ESS Depth Filter Cartridge (3056606)    Brand SUEZ SWRO.Zs   Type Depth Cartridge   Pore Size µ 5.0   Adapter 1 222   Adapter 2 Flat end   O-Ring / Gasket /  Silicon        Length in inch 40   Length in cm 101.5   outer diameter inch Ø2.46   outer diameter cm Ø6.2   Quantity per case 20 pieces              
